Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],PRES [db],TEMP [deg C],PSAL [psu]
90MS,8935,B,1964-03-23T10:00,69.332,-003.000,1000,10.0,3.680,35.080
90MS,8937,B,1964-03-23T15:00,69.500,-004.000,1000,0.0,3.700,35.070
90MS,8937,B,1964-03-23T15:00,69.500,-004.000,1000,10.0,3.680,35.080
9099,7298,B,1964-04-30T00:00,66.182,-000.067,1000,10.0,5.580,
9099,7299,B,1964-04-30T07:00,66.200,-000.032,1000,10.0,5.570,
9099,7294,B,1964-05-23T23:00,65.600,-000.967,1000,0.0,6.900,
9099,7294,B,1964-05-23T23:00,65.600,-000.967,1000,10.0,6.880,
9099,7295,B,1964-05-24T07:00,65.632,-000.900,1000,0.0,7.020,
9099,7295,B,1964-05-24T07:00,65.632,-000.900,1000,10.0,6.900,
9099,7296,B,1964-05-24T21:00,65.300,-002.200,,0.0,6.820,
9099,7296,B,1964-05-24T21:00,65.300,-002.200,,10.0,6.600,
9099,7297,B,1964-05-25T07:00,65.332,-002.100,,0.0,6.980,
9099,7297,B,1964-05-25T07:00,65.332,-002.100,,10.0,6.830,
90KN,12,B,1964-06-06T11:00,69.30,-004.93,3380,0,5.36,35.09
90KN,13,B,1964-06-06T14:00,69.33,-004.12,,0,5.31,35.09
90KN,14,B,1964-06-06T18:00,69.33,-003.00,3760,0,5.26,35.05
90KN,15,B,1964-06-06T21:00,69.33,-001.92,,0,6.57,35.15
90KN,16,B,1964-06-07T00:00,69.33,-001.13,,0,6.56,35.15
90KN,88,B,1964-06-17T16:00,67.50,-004.00,,0,6.22,35.02
90KN,89,B,1964-06-17T19:00,67.50,-003.25,,0,6.06,35.02
90KN,90,B,1964-06-17T22:00,67.50,-002.50,,0,6.18,35.02
90KN,91,B,1964-06-18T00:00,67.50,-001.75,,0,7.26,35.12
90KN,92,B,1964-06-18T02:00,67.50,-001.00,,0,7.31,35.13
90KN,106,B,1964-07-24T22:00,65.75,-001.00,,0,9.63,34.97
90KN,107,B,1964-07-25T01:00,65.75,-001.75,,0,9.59,35.100
90KN,108,B,1964-07-25T04:00,65.75,-002.50,,0,9.49,35.06
90KN,109,B,1964-07-25T07:00,65.75,-003.25,,0,8.82,34.83
90KN,110,B,1964-07-25T11:00,65.73,-003.95,,0,9.20,34.90
90KN,129,B,1964-07-30T05:00,67.50,-004.00,,0,8.49,35.030
90KN,130,B,1964-07-30T08:00,67.50,-003.25,,0,8.48,35.02
90KN,131,B,1964-07-30T11:00,67.50,-002.50,,0,8.72,35.100
90KN,132,B,1964-07-30T14:00,67.50,-001.75,,0,8.84,35.10
90KN,133,B,1964-07-30T17:00,67.50,-001.00,,0,8.78,35.080
3599,36,B,1964-08-15T11:42,66.67,-003.83,,0,8.00,34.920
90KN,163,B,1964-08-18T12:00,69.33,-004.00,,0,8.61,35.140
90KN,164,B,1964-08-18T15:00,69.33,-003.00,,0,8.74,35.15
90KN,165,B,1964-08-18T18:00,69.33,-002.00,,0,9.47,35.13
90KN,166,B,1964-08-18T21:00,69.33,-001.00,,0,8.56,35.15
9099,7308,B,1965-03-03T23:00,65.750,-001.000,,0.0,5.200,35.070
9099,7308,B,1965-03-03T23:00,65.750,-001.000,,10.0,5.190,35.070
9099,7310,B,1965-03-04T02:00,65.750,-001.667,1000,0.0,4.760,35.030
9099,7310,B,1965-03-04T02:00,65.750,-001.667,1000,10.0,4.750,35.030
9099,7313,B,1965-03-04T06:00,65.750,-002.500,1000,0.0,4.180,34.960
9099,7313,B,1965-03-04T06:00,65.750,-002.500,1000,10.0,4.190,34.950
9099,7318,B,1965-03-04T10:00,65.750,-003.250,,0.0,3.800,34.940
9099,7318,B,1965-03-04T10:00,65.750,-003.250,,10.0,3.800,34.940
9099,7336,B,1965-03-28T14:00,67.500,-001.000,1000,0.0,5.000,35.090
9099,7336,B,1965-03-28T14:00,67.500,-001.000,1000,10.0,5.030,35.090
9099,7338,B,1965-03-28T18:00,67.500,-001.750,1000,0.0,5.060,35.110
9099,7338,B,1965-03-28T18:00,67.500,-001.750,1000,10.0,5.020,35.100
9099,7342,B,1965-03-28T21:00,67.500,-002.500,,0.0,4.140,35.050
9099,7342,B,1965-03-28T21:00,67.500,-002.500,,10.0,4.130,35.050
9099,7346,B,1965-03-29T01:00,67.500,-003.250,1000,0.0,3.320,35.020
9099,7346,B,1965-03-29T01:00,67.500,-003.250,1000,10.0,3.380,35.040
9099,7350,B,1965-03-29T05:00,67.500,-004.000,,0.0,3.130,35.040
9099,7350,B,1965-03-29T05:00,67.500,-004.000,,10.0,3.110,35.040
9099,7320,B,1965-04-01T21:00,65.750,-004.000,,0.0,3.910,34.980
9099,7320,B,1965-04-01T21:00,65.750,-004.000,,10.0,3.920,35.010
9099,7319,B,1965-04-02T01:00,65.750,-003.250,1000,0.0,4.020,34.980
9099,7319,B,1965-04-02T01:00,65.750,-003.250,1000,10.0,4.060,35.000
9099,7314,B,1965-04-02T05:00,65.750,-002.500,,0.0,3.800,34.980
9099,7314,B,1965-04-02T05:00,65.750,-002.500,,10.0,3.770,35.000
9099,7311,B,1965-04-02T08:00,65.750,-001.667,,0.0,5.510,35.100
9099,7311,B,1965-04-02T08:00,65.750,-001.667,,10.0,5.500,35.140
9099,7309,B,1965-04-02T12:00,65.750,-001.000,,0.0,5.720,35.110
9099,7309,B,1965-04-02T12:00,65.750,-001.000,,10.0,5.710,35.110
9099,7351,B,1965-04-19T17:00,67.500,-004.000,,0.0,3.510,35.010
9099,7351,B,1965-04-19T17:00,67.500,-004.000,,10.0,3.520,35.010
9099,7347,B,1965-04-19T21:00,67.500,-003.250,,0.0,3.470,35.010
9099,7347,B,1965-04-19T21:00,67.500,-003.250,,10.0,3.520,35.020
9099,7343,B,1965-04-20T01:00,67.500,-002.500,,0.0,3.620,35.010
9099,7343,B,1965-04-20T01:00,67.500,-002.500,,10.0,3.630,35.010
9099,7339,B,1965-04-20T04:00,67.500,-001.750,,0.0,5.070,35.100
9099,7339,B,1965-04-20T04:00,67.500,-001.750,,10.0,5.100,35.100
9099,7333,B,1965-04-20T08:00,67.500,-000.967,1000,0.0,4.820,35.080
9099,7333,B,1965-04-20T08:00,67.500,-000.967,1000,10.0,4.800,35.090
9099,4073,B,1965-06-05T01:00,65.000,-002.000,,0.0,7.840,35.200
9099,4073,B,1965-06-05T01:00,65.000,-002.000,,10.0,7.760,35.200
90KN,54,B,1965-06-08T04:00,69.33,-001.00,,0,5.70,35.07
90KN,55,B,1965-06-08T08:00,69.37,-002.15,,0,5.77,35.08
90KN,56,B,1965-06-08T12:00,69.20,-002.98,,0,5.93,35.09
90KN,57,B,1965-06-08T16:00,69.33,-004.00,1000,0,5.36,35.09
9099,7352,B,1965-10-10T12:00,67.517,-004.832,,0.0,8.260,34.990
9099,7349,B,1965-10-10T14:00,67.482,-004.000,,0.0,8.690,35.030
9099,7348,B,1965-10-10T17:00,67.500,-003.250,,0.0,8.840,34.960
9099,7344,B,1965-10-10T19:00,67.500,-002.500,,0.0,8.640,
9099,7340,B,1965-10-10T22:00,67.500,-001.750,,0.0,8.900,34.960
9099,7334,B,1965-10-11T00:00,67.500,-000.982,,0.0,8.940,34.960
9099,7307,B,1965-10-15T10:00,65.767,-000.932,,0.0,9.520,34.950
9099,7312,B,1965-10-15T15:00,65.750,-001.767,,0.0,8.880,35.030
9099,7315,B,1965-10-15T22:00,65.750,-002.500,,0.0,9.030,34.970
9099,7317,B,1965-10-16T02:00,65.750,-003.232,,0.0,8.690,34.970
9099,7321,B,1965-10-16T06:00,65.750,-004.000,,0.0,8.280,34.980
9099,6070,B,1965-10-22T12:00,65.617,-001.100,705,0.0,8.460,34.940
9099,6070,B,1965-10-22T12:00,65.617,-001.100,705,10.0,8.450,34.920
9099,6071,B,1965-10-23T05:00,65.500,-000.182,592,0.0,8.390,34.870
9099,6071,B,1965-10-23T05:00,65.500,-000.182,592,10.0,8.380,34.870
9099,7332,B,1965-12-04T23:00,67.000,-000.850,,0.0,6.500,35.103
9099,7332,B,1965-12-04T23:00,67.000,-000.850,,1.0,6.500,35.095
9099,7332,B,1965-12-04T23:00,67.000,-000.850,,10.0,6.520,35.095
9099,7335,B,1965-12-05T02:00,67.000,-001.700,,0.0,6.100,35.153
9099,7335,B,1965-12-05T02:00,67.000,-001.700,,1.0,6.430,35.112
9099,7335,B,1965-12-05T02:00,67.000,-001.700,,10.0,6.430,35.112
9099,7341,B,1965-12-05T06:00,67.000,-002.550,,0.0,6.300,35.114
9099,7341,B,1965-12-05T06:00,67.000,-002.550,,1.0,6.550,35.110
9099,7341,B,1965-12-05T06:00,67.000,-002.550,,10.0,6.550,35.108
9099,7345,B,1965-12-05T09:00,67.000,-003.400,,0.0,6.160,35.118
9099,7345,B,1965-12-05T09:00,67.000,-003.400,,1.0,6.370,35.074
9099,7345,B,1965-12-05T09:00,67.000,-003.400,,10.0,6.380,35.084
9099,7331,B,1965-12-05T15:00,66.500,-003.400,,0.0,6.100,35.070
9099,7331,B,1965-12-05T15:00,66.500,-003.400,,1.0,6.250,35.030
9099,7331,B,1965-12-05T15:00,66.500,-003.400,,10.0,6.270,35.037
9099,7330,B,1965-12-05T20:00,66.500,-002.567,,0.0,6.300,35.154
9099,7330,B,1965-12-05T20:00,66.500,-002.567,,1.0,6.800,35.132
9099,7330,B,1965-12-05T20:00,66.500,-002.567,,10.0,6.800,35.131
9099,7328,B,1965-12-06T00:00,66.500,-001.732,,0.0,6.100,35.129
9099,7328,B,1965-12-06T00:00,66.500,-001.732,,1.0,6.540,35.105
9099,7328,B,1965-12-06T00:00,66.500,-001.732,,10.0,6.530,35.105
9099,7325,B,1965-12-06T04:00,66.500,-000.900,,0.0,6.330,35.075
9099,7325,B,1965-12-06T04:00,66.500,-000.900,,1.0,6.390,35.063
9099,7325,B,1965-12-06T04:00,66.500,-000.900,,10.0,6.380,35.064
9099,7324,B,1965-12-06T08:00,66.500,-000.067,,0.0,6.100,35.095
9099,7324,B,1965-12-06T08:00,66.500,-000.067,,1.0,6.760,35.081
9099,7324,B,1965-12-06T08:00,66.500,-000.067,,10.0,6.740,35.075
58GS,607,B,1965-12-09T05:00,65.00,-002.00,3050,0,5.61,34.922
58GS,607,B,1965-12-09T05:00,65.00,-002.00,3050,10,5.60,34.907
58GS,608,B,1965-12-09T10:00,65.00,-004.00,3300,0,6.00,34.868
58GS,608,B,1965-12-09T10:00,65.00,-004.00,3300,10,5.93,34.853
9099,7323,B,1965-12-11T13:00,66.000,-000.282,,0.0,6.000,34.990
9099,7323,B,1965-12-11T13:00,66.000,-000.282,,1.0,6.370,34.970
9099,7323,B,1965-12-11T13:00,66.000,-000.282,,10.0,6.360,34.970
9099,7326,B,1965-12-11T17:00,66.000,-001.100,,0.0,6.000,35.029
9099,7326,B,1965-12-11T17:00,66.000,-001.100,,1.0,6.210,35.015
9099,7326,B,1965-12-11T17:00,66.000,-001.100,,10.0,6.200,35.019
9099,7327,B,1965-12-11T21:00,66.000,-001.917,,0.0,6.250,35.054
9099,7327,B,1965-12-11T21:00,66.000,-001.917,,1.0,6.300,35.115
9099,7327,B,1965-12-11T21:00,66.000,-001.917,,10.0,6.300,35.109
9099,7329,B,1965-12-12T00:00,66.000,-002.732,,0.0,5.100,34.896
9099,7329,B,1965-12-12T00:00,66.000,-002.732,,1.0,5.340,34.880
9099,7329,B,1965-12-12T00:00,66.000,-002.732,,10.0,5.370,34.880
9099,7316,B,1965-12-12T09:00,65.500,-003.400,,0.0,5.400,34.837
9099,7316,B,1965-12-12T09:00,65.500,-003.400,,1.0,5.670,34.814
9099,7316,B,1965-12-12T09:00,65.500,-003.400,,10.0,5.660,34.808
9099,4074,B,1965-12-12T20:00,65.000,-002.617,,0.0,5.000,34.877
9099,4074,B,1965-12-12T20:00,65.000,-002.617,,1.0,5.470,34.858
9099,4074,B,1965-12-12T20:00,65.000,-002.617,,10.0,5.450,34.858
9099,4072,B,1965-12-12T23:00,65.000,-001.832,,0.0,4.800,34.899
9099,4072,B,1965-12-12T23:00,65.000,-001.832,,1.0,5.380,34.876
9099,4072,B,1965-12-12T23:00,65.000,-001.832,,10.0,5.370,34.872
9099,4071,B,1965-12-13T03:00,65.000,-001.050,,0.0,5.500,34.887
9099,4071,B,1965-12-13T03:00,65.000,-001.050,,1.0,5.660,34.873
9099,4071,B,1965-12-13T03:00,65.000,-001.050,,10.0,5.650,34.866
9099,4070,B,1965-12-13T07:00,65.000,-000.250,,0.0,5.800,34.966
9099,4070,B,1965-12-13T07:00,65.000,-000.250,,1.0,6.240,34.955
9099,4070,B,1965-12-13T07:00,65.000,-000.250,,10.0,6.250,34.955
9099,7386,B,1966-01-13T04:00,67.500,-001.000,,0.0,5.780,35.030
9099,7392,B,1966-01-13T08:00,67.500,-001.750,,0.0,5.640,35.050
9099,7399,B,1966-01-13T11:00,67.500,-002.500,,0.0,5.700,35.000
9099,7409,B,1966-01-13T16:00,67.500,-003.250,,0.0,4.780,34.950
9099,7417,B,1966-01-13T19:00,67.500,-004.000,,0.0,4.630,34.960
9099,7361,B,1966-01-28T21:00,65.750,-001.000,,0.0,4.320,34.960
9099,7424,B,1966-02-03T16:00,67.567,-004.000,,0.0,3.670,35.060
9099,7414,B,1966-02-03T21:00,67.600,-003.250,,0.0,3.680,35.060
9099,7406,B,1966-02-04T01:00,67.517,-002.467,,0.0,3.770,35.000
9099,7397,B,1966-02-04T06:00,67.517,-001.682,,0.0,4.890,35.080
9099,7382,B,1966-02-04T11:00,67.517,-000.950,,0.0,5.010,35.100
9099,7383,B,1966-02-04T17:00,67.532,-000.117,,0.0,5.100,35.110
9099,7360,B,1966-02-12T16:00,65.482,-000.332,,0.0,4.860,35.090
9099,7362,B,1966-02-12T21:00,65.750,-001.000,,0.0,4.400,35.030
9099,7369,B,1966-02-13T00:00,65.750,-001.782,,0.0,4.130,35.000
9099,7373,B,1966-02-13T04:00,65.750,-002.567,,0.0,3.640,35.000
9099,7374,B,1966-02-13T08:00,65.732,-003.282,,0.0,3.900,34.910
9099,7381,B,1966-02-13T15:00,65.750,-004.082,,0.0,3.880,34.920
9099,7387,B,1966-03-04T23:00,67.500,-001.000,,0.0,4.810,35.120
9099,7393,B,1966-03-05T02:00,67.500,-001.750,,0.0,4.190,35.065
9099,7405,B,1966-03-05T05:00,67.500,-002.567,,0.0,4.360,35.085
9099,7408,B,1966-03-05T09:00,67.482,-003.367,,0.0,3.320,35.013
9099,7416,B,1966-03-05T12:00,67.467,-004.217,,0.0,3.830,35.033
9099,7379,B,1966-03-09T03:00,65.750,-004.000,,0.0,3.040,34.882
9099,7376,B,1966-03-09T06:00,65.750,-003.250,,0.0,3.020,34.902
9099,7371,B,1966-03-09T09:00,65.750,-002.500,,0.0,3.560,34.914
9099,7363,B,1966-03-09T16:00,65.750,-001.000,,0.0,4.800,35.057
9099,7364,B,1966-05-09T00:00,65.750,-001.000,,0.0,6.240,35.156
9099,7366,B,1966-05-09T03:00,65.750,-001.717,,0.0,4.580,35.000
9099,7370,B,1966-05-09T06:00,65.750,-002.467,,0.0,3.900,34.899
9099,7378,B,1966-05-09T13:00,65.767,-003.950,,0.0,4.190,34.916
9099,7384,B,1966-05-17T23:00,67.482,-001.000,,0.0,4.740,35.016
9099,7385,B,1966-05-18T02:00,67.482,-001.750,,0.0,4.510,34.857
9099,7400,B,1966-05-18T06:00,67.500,-002.500,,0.0,4.720,35.001
9099,7407,B,1966-05-18T09:00,67.482,-003.250,,0.0,4.540,34.950
9099,7418,B,1966-05-18T12:00,67.500,-004.000,,0.0,4.560,35.005
9099,7423,B,1966-05-18T16:00,67.550,-004.850,,0.0,4.580,34.964
90KN,28,B,1966-06-02T08:00,69.32,-004.07,,0,6.29,35.11
90KN,29,B,1966-06-02T11:00,69.33,-003.00,,0,6.80,35.20
90KN,30,B,1966-06-02T14:00,69.37,-002.07,,0,6.60,35.13
90KN,31,B,1966-06-02T17:00,69.32,-001.02,,0,7.05,35.14
9099,4238,B,1966-06-09T18:00,65.000,-002.000,,0.0,7.500,34.935
9099,7422,B,1966-07-03T05:00,67.517,-004.150,,0.0,9.300,34.979
9099,7413,B,1966-07-03T08:00,67.517,-003.432,,0.0,9.380,34.916
9099,7413,B,1966-07-03T08:00,67.517,-003.432,,10.0,8.800,34.994
9099,7404,B,1966-07-03T12:00,67.500,-002.532,,0.0,9.360,35.093
9099,7398,B,1966-07-03T16:00,67.517,-001.900,,0.0,10.660,34.975
9099,7388,B,1966-07-03T20:00,67.500,-001.000,,0.0,10.420,34.952
9099,7426,B,1966-07-09T09:00,69.367,-001.000,,0.0,9.060,35.110
9099,7427,B,1966-07-09T14:00,69.332,-002.117,,0.0,9.460,35.072
9099,7427,B,1966-07-09T14:00,69.332,-002.117,,10.0,9.280,35.083
9099,7428,B,1966-07-09T17:00,69.332,-003.000,,0.0,8.840,35.066
9099,7430,B,1966-07-09T21:00,69.332,-004.000,,0.0,9.320,35.004
9099,7431,B,1966-07-10T00:00,69.332,-004.967,,0.0,9.000,34.966
9099,7431,B,1966-07-10T00:00,69.332,-004.967,,10.0,8.770,34.960
9099,7419,B,1966-10-04T15:00,67.500,-004.000,,0.0,6.520,35.100
9099,7410,B,1966-10-04T19:00,67.500,-003.250,,0.0,6.360,35.070
9099,7401,B,1966-10-04T23:00,67.500,-002.500,,0.0,7.020,
9099,7394,B,1966-10-05T02:00,67.500,-001.750,,0.0,7.380,35.170
9099,7389,B,1966-10-05T06:00,67.500,-001.000,,0.0,7.340,35.080
9099,7365,B,1966-10-10T19:00,65.750,-001.000,,0.0,8.270,35.230
9099,7368,B,1966-10-10T22:00,65.750,-001.750,,0.0,7.700,35.190
9099,7372,B,1966-10-11T03:00,65.750,-002.500,,0.0,7.940,35.160
9099,7377,B,1966-10-11T06:00,65.750,-003.250,,0.0,7.960,35.160
9099,7380,B,1966-10-11T10:00,65.750,-004.000,,0.0,7.420,35.050
9099,7420,B,1966-11-03T09:00,67.500,-004.000,,0.0,5.740,35.080
9099,7411,B,1966-11-03T14:00,67.500,-003.250,,0.0,6.180,35.070
9099,7402,B,1966-11-03T17:00,67.500,-002.500,,0.0,6.310,35.080
9099,7395,B,1966-11-03T20:00,67.500,-001.750,,0.0,5.900,35.120
9099,7390,B,1966-11-04T00:00,67.500,-001.000,,0.0,7.800,35.160
58GS,830,B,1966-12-09T17:00,65.00,-002.00,3100,0,6.05,35.154
58GS,830,B,1966-12-09T17:00,65.00,-002.00,3100,10,6.02,35.138
58GS,831,B,1966-12-09T23:00,65.00,-004.00,3400,0,5.90,35.104
58GS,831,B,1966-12-09T23:00,65.00,-004.00,3400,10,5.97,35.104
9099,7421,B,1966-12-27T11:00,67.500,-004.000,,0.0,4.180,35.050
9099,7412,B,1966-12-27T15:00,67.500,-003.250,,0.0,4.080,35.050
9099,7403,B,1966-12-27T19:00,67.500,-002.500,,0.0,5.180,35.080
9099,7396,B,1966-12-27T23:00,67.500,-001.750,,0.0,5.160,35.080
9099,7391,B,1966-12-28T03:00,67.500,-001.000,,0.0,5.420,35.160
58JH,67,B,1967-01-22T19:00,65.00,-002.00,3000,0,5.08,34.737
58JH,67,B,1967-01-22T19:00,65.00,-002.00,3000,10,4.95,35.097
58JH,68,B,1967-01-23T01:00,65.00,-004.00,3280,0,4.60,35.080
58JH,68,B,1967-01-23T01:00,65.00,-004.00,3280,10,4.52,35.075
9099,7465,B,1967-02-13T23:00,67.500,-001.750,,0.0,4.770,35.120
9099,7470,B,1967-02-14T02:00,67.500,-002.500,,0.0,4.300,35.090
9099,7474,B,1967-02-14T05:00,67.500,-003.250,,0.0,4.250,35.060
9099,7479,B,1967-02-14T10:00,67.500,-004.000,,0.0,4.060,35.050
9099,7458,B,1967-02-18T23:00,65.750,-004.000,,0.0,4.360,35.080
9099,7454,B,1967-02-19T03:00,65.750,-003.250,,0.0,4.360,35.080
9099,7451,B,1967-02-19T06:00,65.750,-002.500,,0.0,4.120,35.040
9099,7447,B,1967-02-19T10:00,65.750,-001.750,,0.0,4.620,35.100
9099,7444,B,1967-02-19T13:00,65.750,-001.000,,0.0,4.710,35.130
9099,7466,B,1967-03-13T02:00,67.500,-001.750,,0.0,4.220,35.100
9099,7471,B,1967-03-13T06:00,67.500,-002.500,,0.0,4.210,35.060
9099,7475,B,1967-03-13T09:00,67.500,-003.250,,0.0,3.440,35.040
9099,7480,B,1967-03-13T13:00,67.500,-004.000,,0.0,3.770,35.080
9099,7459,B,1967-03-17T20:00,65.750,-004.000,,0.0,4.100,35.060
9099,7455,B,1967-03-18T00:00,65.750,-003.250,,0.0,4.040,35.060
9099,7452,B,1967-03-18T14:00,65.750,-002.500,,0.0,3.900,35.050
9099,7448,B,1967-03-18T17:00,65.750,-001.750,,0.0,4.160,35.070
9099,7445,B,1967-03-18T20:00,65.750,-001.000,,0.0,4.580,35.110
74EH,17,B,1967-04-07T06:00,66.00,-000.32,3237,0,4.63,35.112
74EH,18,B,1967-04-07T08:00,66.00,-000.68,3328,0,4.15,35.082
74EH,19,B,1967-04-07T10:00,66.00,-001.10,3476,0,4.04,35.085
74EH,20,B,1967-04-07T12:00,66.00,-001.52,3475,0,4.05,35.072
74EH,21,B,1967-04-07T14:00,66.00,-001.10,3475,0,4.20,35.099
9099,7462,B,1967-04-07T15:00,67.500,-001.000,,0.0,3.890,35.090
74EH,22,B,1967-04-07T17:00,66.00,-000.70,3347,0,4.26,35.073
9099,7467,B,1967-04-07T18:00,67.500,-001.750,,0.0,3.530,35.070
74EH,23,B,1967-04-07T19:00,66.00,-000.30,3219,0,4.74,35.115
9099,7472,B,1967-04-07T23:00,67.500,-002.500,,0.0,3.470,35.060
9099,7472,B,1967-04-07T23:00,67.500,-002.500,,10.0,3.480,
9099,7476,B,1967-04-08T02:00,67.500,-003.250,,0.0,3.500,35.070
9099,7481,B,1967-04-08T06:00,67.500,-004.000,,0.0,3.540,35.070
9099,7481,B,1967-04-08T06:00,67.500,-004.000,,10.0,3.490,
74EH,71,B,1967-04-11T13:00,66.00,-000.30,3155,0,4.90,35.108
74EH,73,B,1967-04-11T16:00,66.00,-000.70,3255,0,4.27,35.080
74EH,75,B,1967-04-11T19:00,66.00,-001.12,3383,0,4.41,35.082
74EH,77,B,1967-04-11T22:00,66.00,-001.52,3402,0,4.04,35.066
74EH,78,B,1967-04-12T00:00,66.00,-001.08,3383,0,4.43,35.096
74EH,79,B,1967-04-12T03:00,66.00,-000.70,3237,0,4.19,35.081
74EH,80,B,1967-04-12T05:00,66.00,-000.30,3136,0,4.94,35.119
9099,7460,B,1967-04-12T06:00,65.750,-004.000,,0.0,3.780,35.010
9099,7456,B,1967-04-12T09:00,65.750,-003.250,,0.0,3.700,35.070
9099,7453,B,1967-04-12T12:00,65.750,-002.500,,0.0,4.080,35.060
9099,7449,B,1967-04-12T15:00,65.750,-001.750,,0.0,4.290,35.090
9099,7446,B,1967-04-12T18:00,65.750,-001.000,,0.0,4.080,35.080
58HH,17,B,1967-04-19T11:00,66.00,-000.30,3120,0,5.00,35.170
58HH,18,B,1967-04-19T13:00,66.00,-000.70,3220,0,3.63,35.082
58HH,19,B,1967-04-19T14:00,66.00,-001.10,3380,0,3.39,35.077
58HH,21,B,1967-04-19T18:00,66.00,-001.10,3400,0,3.70,35.087
58HH,22,B,1967-04-19T20:00,66.00,-000.70,3280,0,3.91,35.114
58HH,23,B,1967-04-19T22:00,66.00,-000.30,3160,0,3.90,35.202
58HH,55,B,1967-04-23T22:00,66.00,-000.30,3160,0,5.35,35.230
58HH,56,B,1967-04-24T00:00,66.00,-000.70,3300,0,4.25,35.132
58HH,57,B,1967-04-24T02:00,66.00,-001.10,3420,0,4.10,35.125
58HH,59,B,1967-04-24T06:00,66.00,-001.10,3360,0,4.10,35.109
90MS,7485,B,1967-04-28T19:00,69.332,-001.000,,0.0,3.860,35.110
74EH,17,B,1967-05-02T00:00,66.00,-000.33,,0,4.89,35.122
74EH,18,B,1967-05-02T03:00,66.00,-000.73,,0,4.90,35.117
74EH,19,B,1967-05-02T05:00,66.00,-001.17,3365,0,4.96,35.130
74EH,20,B,1967-05-02T07:00,66.00,-001.57,3361,0,4.23,35.081
74EH,21,B,1967-05-02T10:00,66.00,-001.17,3365,0,4.93,35.125
74EH,22,B,1967-05-02T13:00,66.00,-000.73,3365,0,4.64,35.103
74EH,23,B,1967-05-02T15:00,66.00,-000.35,,0,5.01,35.132
74EH,55,B,1967-05-05T11:00,66.00,-000.35,3173,0,5.30,35.144
74EH,56,B,1967-05-05T13:00,66.00,-000.73,3274,0,4.56,35.075
74EH,57,B,1967-05-05T15:00,66.00,-001.17,3420,0,4.65,35.094
74EH,58,B,1967-05-05T17:00,66.00,-001.57,3420,0,4.66,35.090
74EH,59,B,1967-05-05T19:00,66.00,-001.17,3354,0,4.58,35.091
74EH,60,B,1967-05-05T21:00,66.00,-000.73,3237,0,4.50,35.080
74EH,61,B,1967-05-05T23:00,66.00,-000.35,3200,0,5.07,35.124
58HH,76,B,1967-05-11T06:00,66.00,-000.30,,0,6.27,35.166
58HH,77,B,1967-05-11T08:00,66.00,-000.70,3260,0,5.12,35.086
58HH,78,B,1967-05-11T10:00,66.00,-001.10,,0,5.30,35.116
58HH,80,B,1967-05-11T13:00,66.00,-001.10,,0,5.28,35.105
58HH,81,B,1967-05-11T15:00,66.00,-000.70,,0,5.22,35.087
58HH,82,B,1967-05-11T17:00,66.00,-000.30,,0,6.18,35.137
58HH,115,B,1967-05-14T03:00,66.00,-000.30,,0,5.81,35.166
58HH,116,B,1967-05-14T04:00,66.00,-000.70,,0,5.13,35.114
58HH,117,B,1967-05-14T06:00,66.00,-001.10,,0,4.95,35.104
58HH,119,B,1967-05-14T10:00,66.00,-001.10,,0,5.92,35.165
58HH,120,B,1967-05-14T11:00,66.00,-000.70,,0,5.48,35.107
58HH,121,B,1967-05-14T13:00,66.00,-000.30,,0,6.60,35.195
58HH,153,B,1967-05-17T01:00,66.00,-000.30,,0,4.65,35.105
58HH,154,B,1967-05-17T03:00,66.00,-000.70,,0,4.68,35.135
58HH,155,B,1967-05-17T05:00,66.00,-001.10,,0,4.83,35.134
58HH,158,B,1967-05-17T10:00,66.00,-000.70,,0,4.90,35.126
58HH,159,B,1967-05-17T12:00,66.00,-000.30,,0,5.20,35.131
58JH,427,B,1967-05-30T13:00,69.00,-001.00,2612,0,6.63,35.193
58JH,427,B,1967-05-30T13:00,69.00,-001.00,2612,10,6.40,35.193
58JH,428,B,1967-05-30T17:00,69.28,-002.20,3200,0,5.80,35.115
58JH,428,B,1967-05-30T17:00,69.28,-002.20,3200,10,5.09,35.095
58JH,429,B,1967-05-30T22:00,69.55,-003.38,3440,0,5.40,35.102
58JH,429,B,1967-05-30T22:00,69.55,-003.38,3440,10,4.82,35.094
58JH,430,B,1967-05-31T03:00,69.82,-004.60,3180,0,5.52,35.163
58JH,430,B,1967-05-31T03:00,69.82,-004.60,3180,10,5.28,35.136
90NF,18,B,1967-06-02T15:00,69.33,-001.00,3200,0,6.73,35.18
90NF,19,B,1967-06-02T19:00,69.33,-002.00,3150,0,6.80,35.18
90NF,20,B,1967-06-02T22:00,69.33,-003.00,,0,5.54,35.08
90NF,21,B,1967-06-03T01:00,69.33,-004.00,3400,0,5.57,35.12
90KN,47,B,1967-06-08T01:00,65.75,-004.00,,0,5.50,35.00
90NF,51,B,1967-06-08T02:00,67.50,-004.00,3650,0,5.72,35.08
90KN,48,B,1967-06-08T04:00,65.75,-003.42,,0,6.02,35.03
90NF,52,B,1967-06-08T05:00,67.48,-003.23,3710,0,5.48,35.07
90KN,49,B,1967-06-08T07:00,65.75,-002.50,,0,6.50,35.10
